sequence|label
Here is a movie of adventure , determination , heroism , & bravery . Plus , it 's set back about a year in time . So . I think it 'll give you the time it deserves . But . I do think it will be worth the time . Just watch and enjoy . This is another film by a very talented director. I believe it' s very well written , and that 's why I've decided to watch it as soon as I have finished this film review . But . it is quite difficult to find the review .|0
"That is the answer. The question is: What is the single reason to watch this movie? I loved her in ""My Name Is Julia Ross."" That is one of the best films noir of all time. Noir or whatever one may call it, it's a very unsettling movie.She is fun in one of the worst major studio releases of all time, too. That would be ""The Guilt Of Janet Ames."" This one has a spooky, promising title. It has a good cast. It has a fine director. I was expecting something dark."|1
"I just called my brother Paulie on the phone and he said he was watching Hoods and it was funny. So, like I said, never go against the family! The demand for more lines is OK since I like to express my own opinions quite frequently. If something is misspelled it's most likely my eyesight and not my brain. This gives me yet another chance to take my shots at ""The Departed"". When one knows exactly what is going to happen in the last scene with no prior knowledge, that usually means it wasn't all that suspenseful."|1
Well, to each his own, but I thought Gibson's Hamlet was the most god-awful rendition I had ever witnessed... as subtly nuanced as a paper bag, and as inspired as a telemarketing call. The only reason I watched the movie through to the end was that I held out hope that either it would get better or become unintentionally funny. No luck.No disrespect for the supporting cast or for Zefferelli's staging, but nothing can make up for the bungling of the main character. I have seen Hamlet well-portrayed as an African prince, as an animated lion, as a rough-and-tumble warrior, as a romantic poet, etc.|1
"Piper , Prue and Phoebe bring Dr. Griffiths to the Manor in order to try and save him from The Fiend. When he gets there, Piper and Phoebe find him in the kitchen. Piper, after seeing him, says ""I'm not leaving him. We need to save him."" When the two go into the bedroom, Dr. Griffiths tells Phoebe that he is going to kill his wife. Phoebe then tries to stop the fiend, but is unsuccessful. She then decides to help the others in saving Dr. Griffiths, but the fiend starts to get angry and tries to harm the boys."|0
Great subject matter , director , and cast somehow adds up to a truly abysmal film , told in that way that the best thing to ever happened to horror. If you have the patience , this is the film to catch. I'm a bit biased here, and I'm not sure if this film deserved a theatrical release. This is the kind of movie that should be made available for digital download. I was disappointed with this one, too. It feels like it wasn't written by the people who make horror. It feels like there was no effort to create tension or tension of any kind.|0
Take a bad script, some lousy acting and throw in a politically incorrect morality tale and what do you get? Something that is supposed to pass for quality family viewing.Seven Alone is the story of a family in the 19th century who travel across America in a wagon train, hoping for a new life in Oregon. There are seven children (three boys, three girls and a baby whose sex I'm not quite sure of) hence the title of the film.The story opens up with the family living a seemingly normal 19th century life on a farm in the middle of nowhere.|1
I saw this movie and thought it was a sleeper. Sometimes I can get into intellectual Romantic movies. This movie just did not move me. I felt like it was about one hour too long. Camille is portrayed as a very sympathetic sculptor, who loses just about everything. I thought the whole movie was just sad, and downcast. If you like tragedies, you MIGHT like this. I just thought it was too long, which meant it has many unnecessary scenes, which ultimately lead to about one hour of boredom. I would not recommend this movie.|1
Emilio Estevez takes the wonderful play HOMEFRONT and makes it into an engaging movie.THE WAR AT HOME has an exceptionally strong cast -- all seemingly digging deep into their characters. The acting here is TOP NOTCH!Credit must also go to director Emilio Estevez. The visual transitions between past and present were ultra smooth. The sound effects during the battle scenes were chilling and effectively added to the tension.Remove all of the Viet Nam elements from the story, and still left would be interesting characters wrestling with the good and bad of the full range of family dynamics.|1
Don't be taken in because the premise of this film is a good one. It is, but that, does not a good film, make.Comedies require a well-honed script and masterful direction. Sadly, this poorly executed film has neither. Leconte, a good director in other genres, does not deliver in his comedic farces (Les Bronzes series being another example).The comedic timing is terrible. Some jokes are telegraphed. Some are re-hashed from other movies. Others just sit there as if they were giving you time to laugh.|1
Everyone knows that late night movies are n't Oscar contenders . Fine . I mean I 'll admit that I was a huge fan of Jaws. But I would argue the same for Night of the Monster Man . I don't know what kind of monster I was expecting , it was one of those movies where everyone gets scared when they first see it , but then they get it . I'm glad I gave Night of the Monster Man a chance , because I think it did quite well . Here is the trailer.|0
This is easily one of the best movies of the 1950s. Otto Preminger directed only four or five really good movies and this is one of them. Frank Sinatra gives his best performance and the music score by Elmer Bernstein is dynamite. From the opening titles (by Saul Bass) to the hysteria of drug addict Frank going cold turkey, this is a riveting movie! With Kim Novak (giving a very good performance), Eleanor Parker (giving a very bad performance) as well as Darren McGavin as the reptilian pusher and Arnold Stang as Frank's grifter pal.|1
As a child I was never in a situation where I could be introduced to Dr Who and though I had heard of the series in passing, I never really realized exactly what it was. It was, then, with some hesitation that i sat down to watch the ninth Doctor and his antics having be told that he was something like Arthur Dent (from the Hitchhiker's Guide to the Galaxy) but cooler. I can't believe what I've been missing out on, seriously, why had no one told me about this before?|1
I tried to give this show a chance, but it really doesn't sit well with me. Although the performances are good, the writing isn't. The two oldest step-siblings, Derek and Casey, are equally annoying; I get the impression that we're supposed to side with Casey, given that she's the protagonist, but I don't find her at all likable. The parents are continually portrayed as utterly clueless. The three younger children are the most watchable things on the show; Lizzie and Edwin are sweet the way they team up, and Marti is adorable.|1
"""The Long Kiss Goodnight"" is an enjoyable and very cool action thriller, and a career breakthrough for Geena Davis. The plot is very familiar to that of The Bourne Identity but so what. The fight scenes are a real treat for the eyes and the plotline is strong enough to keep you engaged for the 2 hours.It's directed with a slick sense of style and avoids most action cliches. Geena Davis is great as an action chick and gets past her usual ""good wife"" role. Samuel L. Jackson is good as usual as the supporting player."|1
One of the greatest lessons I ever had in how to watch a movie happened this way: I was working in Roger Corman's offices, like so many other wanabees before and since, I was interning and trying to figure out how it all worked and how to make myself indispensable (hah!). One afternoon Julie Corman, Roger Corman's wife and a producer in her own right, asked me to load up a tape. I'm not sure why she wanted to watch it. I got the impression it was a student film or a show reel, something like that, some sort of calling card.|1
I have to say this is better than most SyFy outings , but that is n't saying much.The plot is very entertaining and well thought out . If you enjoy fantasy and sci fi then you should enjoy this series. I know the first season is done, but it was a very entertaining ride with a very good cast. I haven't been able to watch the first season, and I really hope that it's not cancelled. I'm a big SyFy fan (a lot of this series is based off my own works and some of the characters) and have been thinking about buying the series on Blu-ray.|0
"I really tried to like ""Saw."" The story was good, and I admire the breakneck pace of the way the film was shot. However, there were too many clichés and elements that while they may have looked ""cool,"" they really made no sense.First, what I liked about the film was the overall tone of the story, and I thought the premise was fantastic. The character of The Jigsaw Killer was intriguing and reminded me of vintage Dario Argento. Danny Glover was excellent in his role as an obsessed detective, and Monica Potter was good in a thankless role as a doctor's abducted wife."|1
This was one of the few Norwegian movies I actually looked forward too see. It started of as a few commercials with a motley bunch at football matches. Then they made a movie out of it. The leads are not pros (and you can see that) but they still do a very good job and the movie all in all blew me away.Norway is known for making crappy movies (no offense)but I had a good feeling about this one. Even thou I'm not interested in football I wanted 2 see it. the story is a lot better than expected and the laughs just keep piling up.|1
"I 'm not surprised that this film did well at the Hamptons Film Festival . It is a shallow film with a predictable story that doesn 't do anything original."" It has also been described as ""one of the worst movies"" of 2007. Home media 
The DVD and VCD was released on October 21, 2008 in the United States by Anchor Bay Entertainment and the film is now available to watch on Amazon.com. The Blu-ray version was released on September 19, 2010 by Universal Home Entertainment in the United States and on January 25, 2011 by Warner Home Entertainment in Europe."|0
The main problems of 'Saw' are related to the tremendous script mistakes that only a uncritical spectator will just obviate. The main question is what's is the purpose of the killer in his lying in the middle of the floor? The film tries to show that the killer's aim is to cause evil and destruction in his victims, he loves to play with the lives of other people and to feel control over their the fears and debilities. So why does he just pretend to be dead between the two main characters?|1
In defense of this movie I must repeat what I had stated previously. The movie is called Arachina, it has a no name cast and I do not mean no name as in actors who play in little seen art house films. I mean no name as in your local high school decided to make a film no name and it might have a 2 dollar budget. So what does one expect? Hitchcock?I felt the movie never took itself seriously which automatically takes it out of the worst movie list. That list is only for big budget all star cast movies that takes itself way too seriously.|1
This movie was everything but boring . It deals with reality . To the people who think this movie was good , just think of this . This is not a horror film to make your audience jump . This is a film that tells the story of ordinary people facing a terrible problem . This movie is about life and death . In the last 15 years , this movie has been seen by about 50 million people and this was the first film that used this concept . The story is told in two parts . In the first half , we meet a young boy named Daniel who is in his early years .|0
* * * SPOILERS * * * Feeling alone and needing companionship as well as love Frances Austen , Sandy and Bill are an interesting pair who have been together for the past fifteen years. When she is widowed in 1819, she gives up everything she has worked for so that her children may live on, but all that changes after she meets a young lawyer with a promising career in London, and is given the name of ‘Frances Austen’, it seems she is the real deal when she returns to Yorkshire. But as the new year comes it is evident that love is not so easily found.|0
A fairly interesting look at some characters from India's burgeoning middle class. Although India is rapidly modernizing, her culture is not keeping up. This film involves the patriarchal society, where women are not yet truly free citizens. A land of arranged marriages, men who dally with mistresses with total impunity, and women who are expected to tolerate all this, will eventually come up short. I was impressed with Nandita Das, who was quite attractive, and played her character with total earnestness. But I was even more impressed with Shabana Azmi, who I understand is a long-time fixture of Bollywood.|1
"Allegedly the ""true story"" of Juana de Castilla, the eldest daughter of the Catholic Queen Isabella (yes, the same who funded Columbus's expedition), the film charts the progress and degeneration of her morbid obsession with her husband, the Archduke Philip of Austria, known as ""The Handsome"" (and played in a rather unispired manner by Italian hunk Daniele Liotti, at his most buttery and beefy here). This is a groan-inducingly familiar story of late 15th c., early 16th c. intrigue, betrayal and bodice-ripping. It drips destructive lust from start to finish."|1
"It isn't TOO bad, but ultimately it lacks the quality that the Australian series has.The jokes are few and far between, the actors are attractive (they shouldn't be), the film makers think far too much about the cinematography (it's supposed to look like a home video) and it's just like a serious version of Kath and Kim... it's stupid.It's too normal to be Kath and Kim. Kath and Kim are supposed to be two curvy, middle-aged women who think they are hot and wear ridiculous clothes. There are no ""Look at me Kimmy!"""|1
As talk-shows go, Larry King Live is not bad, and since he occasionally gets good guests, it's a show to turn on once in awhile, but not compulsively. When Bill Maher, Carl Bernstein, a former president, or other substantive guests sit across from him, it's not too bad. Other times, he tends to host guests involved in the latest celebrity scandal which contributes absolutely no intelligent information to the country and feeds a largely uneducated public that wants to hear the latest gossip about movie and TV stars.|1
Rita Hayworth as Rusty Parker is the COVER GIRL du jour -- she 's one of the dancing girls in ' Rocky III . . . and . . . oh, man, she is so hot. . . . with her gorgeous hair and killer legs. Here are a few more reasons why you should be following Rita Hayworth, aka the Cover Girl. . . or is it the Cover Girl . . . in a different movie, no less? . . . • Rita is starring in this summer's movie, ' Rocky III , which hits theaters on August 31st.|0
I was a still photographer working in Europe the summer that Jim Salter shot the movie Three.I did some swell stuff on my own and with some good friends. Two years later I did some stills with a friend of mine. He was a photographer who had been working for another agency. I was introduced to him when he came to me for some photos. The first time I worked with him he was in Greece. I went to Greece in August and met this guy I didn't know and he told me a lot of stories. I met Jim Salter again in Greece.|0
Valley Girl will always hold a special place in my heart: I would say this is certainly the best of the 80's teen-sex-comedies, but that is a back-handed compliment. This is a good movie, period. It is very specific in time and place--nearly twenty years later this is a marvelous snapshot--yet its story remains timeless. (This is just Romeo and Juliet, minus the death, after all!) Nicolas Cage is wonderful, showing all the early promise that, it turns out, he has squandered on overblown action crapola.|1
I was at the premier of the movie last night in Rome . I am not an expert in the genre of movies but I can tell the movie is not a typical comedy. It has a serious tone. You will not get this kind of entertainment in a lot of movie theaters but you will find this movie at cinemas and on DVD and BluRay . So I was quite curious to see how it will turn out, and I was glad I waited for the movie night to come to a close . I have a feeling that I am in for an interesting adventure.|0
"Apparently the writer and director of this direct-to-DVD slasher movie is a fan of Friday 13th and other summer camp slashers. This movie has everything - a group of teenagers who want to spend the weekend with fun, alcohol and sex in an abandoned summer camp called ""Camp Blood"", the old man who warns them not to go there; and of course the crazy killer with the machete who keeps on slashing and hacking at the teenagers without any reason at all... The whole thing could have worked if it had been shot on 35 mm film with acceptable Special Effects."|1
This is a haunting short film . Both James Franco and Rachel Miner deliver performances that hurt , ring true and have a powerful message for today. We are all a product of our past. We all do the things we have done in the past, that we want to do now, but we have done these things so many times, that it has become normal and we can do it with ease. We can make a difference , we can make a change. I believe that we all have the ability to make the world a better place, by making our own choices.|0
It kicks you in the stomach . There are other films with more convincing characters , a more realistic story with a strong emotional core , but still , there are so many movies in which the whole plot is just so unbelievable . So, why is it so important to know what is happening before you decide to see it ? Well, sometimes it may not feel that way , and it may be hard to tell you why you should or should not see a certain movie. But, here is the list of the movies which could have made this list of the best movies you can watch.|0
This movie was outright painful for me to watch. I understand that indie films do not have the same resources as other mainstream films. But there are basic elements of film making that typically you want to adhere to. First off, jump cuts. There are numerous in the film's opening 15 minutes. There are shots in which it appears that two separate takes of the same shot were edited together. What I mean by this is a character will say half a line from one take, and the rest of the line is from a different take. Secondly, the dialog.|1
"Pot-seeking pre-teen Joshua Miller (as Tim) throws his sister's doll into the river while Daniel Roebuck (as Samson) howls and smokes a cigarette, after killing Danyi Deats (as Jamie). The doll washes away, but the naked young woman stays by the ""River's Edge"", for any passerby to see. Viewing the dead body are a group of twenty-something teenagers, mostly classmates of the naked corpse. Stoners Keanu Reeves (as Matt) and Crispin Glover (as Layne) are found most camera-worthy."|1
I was just lucky I found this movie . I 've been taking advantage of Walmart 's $ 5.50 DVDs, but this is just as good. The plot is just as good. The only problem I have is that they don't put much detail on how this movie was made and not much in regards to why. There is only one trailer and one trailer. I would love to see more if that is even possible. I have to say that I have seen the first movie in theaters, but just didn't think it was really worth the $5.50.|0
Pilot Mitch MacAfee (Jeff Morrow) sees a UFO while test flying a plane--but nothing shows up on radar. Then planes and ships start disappearing and reports of a UFO increase. It turns out it's a giant monster bird that is attacking and killing. But what is it and why is it here? This has all the right elements for a classic. It has an actually pretty entertaining script--I was never really bored. The acting is good (for a 1950s monster movie). Morrow doesn't overdo the macho hero act and Mara Corday is quite good as the requisite female love interest.|1
This is the second movie about 1985, the other one was 'The Wedding Singer'. Whilst the 'Wedding Singer' was portraying the pop side of the 80's, 'Rock Star' is all about metal.Mark Wahlberg plays a talented singer in a tribute band of some famous rock act of the time and Jennifer Aniston plays his girlfriend. When his fixation rewards him, his whole life changes in a day.The story doesn't get too dramatic and it only scratches the surface of the life of a rock star. Sex and drugs are very limited in this movie, but it is full of Rock'n Roll!|1
I wanted to like this one - the situation was rich , and the setting unusual and interesting . But I wasn't sure about it. It had a great premise but the execution wasn't all that great. The acting was lacking and the script was confusing . This was the first film I ever watched and I've never been disappointed in a film I saw. But I really do wish they had put some effort to the writing of this one, because if it was up to me, it would have been one of the best action scenes of the year.|0
I feel extremely sad for some of the people who have been reviewing this film . It is apparent that not one person was able to review it properly or had a strong opinion on the movie . There were even times where I found some of the comments and reviews completely unfair to the film . Even though this film is very well made and there is much to like and admire it has come under a lot of scrutiny . I will do my best to give it a fair review . Even though I feel a lot of people are being unfair on this film .|0
Fabulous cinematography from Sergei Urusevsky help to make this a stunning piece of work. The opening scenes are as if one is leafing through some master photographer's album and as the story begins to unfold we are swept away with both the events depicted and the beautiful look. All is well shot but there are several whole sequences that are simply breathtaking. Difficult to describe without 'spoiling' but suffice to say one is a very intense scene during an air raid and the lady left behind and her lover's brother are at odds as the sirens whine and the windows shatter.|1
Yep, it's me again! Mr 'I sit through crap so you don't have to'.What do you think this is about? Could it possibly be about a woman who call a sex line and arrange to meet bachelors in a secluded area? Then her cross-dressing boyfriend comes along and slits their throat with razor, before they make off together with his cash? Wow, what a guess! And if I tell you that the cop who is put on the case is forced to team up with a sexy assistant DA to nail these suckers, what conclusion will you come to?|1
"The series finally hits rock-bottom with this lousy fourth installment, which was (thank God) the last one. None of the three sequels did justice to the highly entertaining original, but this particular film is nothing more than a shameless attempt to exploit the name of the ""Magnificent Seven"" and Bernstein's rousing music theme. The production values resemble those of a made-for-TV movie and the characters are forgettable and indistinguishable: in parts ""II"" and ""III"" you couldn't remember their names, here you can't even remember their faces."|1
Corben Bernsen directed horror film about a chemical weapon being released in a sporting event and turning everyone in to insane monsters. We watch as the staff at a radio station takes reports.Its has moments but mostly it plays like a Lifetime horror movie with breasts and blood. There are some really good ideas here, but they just don't work. Actually the film's ideas are better handled in a film called Pontypool which pretty much works all the way through and builds tension by not showing us anything. This shows us stuff and it just seems cheap.|1
Emilio Estevez actually directed a good movie -- who woulda thought ? I sat through two previous films Estevez directed but I'm so excited to see what he brings to this next movie in this long overdue trilogy. I also think he is one of the best new directors to come through Hollywood since the great John Waters in the early 80's. He has so much passion and is willing to go as far as it takes to create great films. I have seen the first two Estevez movies and there is much I like about them but I still feel the need to watch it again to truly appreciate it.|0
"Rock Star is a ""nice"" movie. Everyone is nice. Even the guys who aren't supposed to be nice, really are nice. Chris is a nice guy, who learns a lesson in life. He goes back to his girlfriend Emily, who is also nice. It's a good movie, despite all the niceness. Maybe I'm just used to all the angst of the X Gen music. In some ways the film was a caricature of Rock Stars and not hard edged enough to be believable.Mark Wahlberg's acting is quite good."|1
The plot line is an expose of the under belly of American politics . While the theme seems common , many have felt that it lacks focus . I do not have to agree with you . That is why I will attempt to find a way of making it relevant and even interesting . I will not make it too long , I feel that the theme will end up being somewhat predictable . This is why I will try and make it more fun . It should be noted that I am not making any political comment . It is simply an expose , but I hope that I can make it interesting .|0
It's clear that for this film they wanted to have the story line driven by the characters. But immediately the story line causes you to dislike the new main characters. The fly-over of the island and dinosaurs below lacked any impact at all and almost looked like a cartoon. The all action entrance to the island is merely a rehash of parts from JP 1 and 2. The story-line is predictable to the point of annoyance and it's entirely unsatisfying end left me feeling cheated. This gave me with no option but to award the film 3/10!|1
Just what is the point of this film? It starts off as one film, then changes track, cheating us of a resolution to that film and ends as another movie which is nothing but a pale, pale imitation of so many other schlock-horror flicks you've ever seen. The overall impression is confusion in every respect and a great deal of hubris. Screenplay by Tarantino, direction by Rodriguez, two guys who have previously shown talent, but who now seem to believe their own hype and assume that whatever they do must be good merely because THEY did it.|1
"I just saw this film at the Sidewalk Film Festival in Birmingham , AL , which was actually a really great show. The only thing I wasn't sure about at the time was why the plot was set on a school trip, which was really interesting. The film had great performances and was really well directed. I highly recommend seeing it! 1 comment:

Well I saw this last weekend. It was great, I really like the concept for it. I'm curious though, where was it filmed and in what city?"|0
* * * SPOILERS * * * This movie - called EATEN ALIVE here in the UK is quite possibly THE WORST movie you can watch this year, and if you don’t catch the movie you’re missing out! The film itself has about 8% of it’s running time. If you’ve been watching the trailers and you want the plot, then it should be pretty straight forward. But it’s just a lot of plot holes. If you want the plot, then you’re better off sticking to the trailer, or reading the synopsis for the book and googling.|0
I would have been about 11 years old when this movie was first released . All these years later at age 76 , I have not seen a movie with a better ending, nor have I had a better response from a lot of people. I am just glad I saw it and that it made a difference in my life. I am not so sure I would have survived this long. But I will always believe the movie did have some good things to say about life, death, the way we all go about our lives and how it impacts us.|0
"My two daughters (ages 11 and 13) and I were lucky enough to see a screening of this movie last night. We were all pleasantly surprised to see how entertaining and funny this movie was. David Duchovny was very appealing as the male lead and Minnie Driver gave her usually competent performance. Some of the scenes are laugh out loud funny - especially one scene Minnie Driver has with a fellow ""transplant"" donee. I liked the fact that it was a movie that I could watch with my children and I wasn't embarrassed by any scene whatsoever."|1
Eros and Thanatos, Love and Death command the dialectics of Life. By the end of 19th century in a remote Japanese village a young man and a married woman, older than he, fall in love with each other and decide to kill her husband to be free to enjoy their love. But they never enjoy that freedom since Remorse begins to haunt them beginning as usual at the time by the weakest member of the couple, the woman of course. Henceforth in an atmosphere where dream (nightmare) mixes up with reality the ghost of the murdered husband appears first to the woman but then also to the man.|1
Admittedly, when the chance to see this horribly infamous legend of a movie, my expectations were pretty low. They weren't low enough. Scholckmaster Roger Corman somehow came into ownership of the rights to produce the Marvel comic book characters sometime in the late 80's or early 90's, and handed it off to Oley Sassone, whose directorial work has largely been in campy TV series such as 'Hercules' and 'Viper'. With a supposed total budget of 1.5 million dollars, it was produced, shot and briefly released on video and then sent to the wasteland of forgotten film.|1
"I watched this movie the other night, and I have to admit, it was quite possibly the best film of this generation. Turns out I wasn't born until 1988, but I can relate to this motion picture like Cary Grant can relate to having an STD, or Burt Reynolds to being a burnout. Marky Mark did not decline in awesomeness after his brief stint in New Kids on the Block, which I will from here on refer to as ""the best band in the world (aka BBW). Like, it's totally a morality tale about fargin' trannies an' poop, so pay attention!"|1
This was the most unrealistic movie I ever seen.I ca n't believe that the writer and director did n't see what the film was like in terms of budget and all. But they have to make a film like this and I don't blame them for the film. I just can't believe what I saw, it didn't seem realistic. It felt like the characters were there but didn't really exist, and the plot was just an illusion. The only good thing about it was that the movie had a plot that could be interpreted in a variety of ways, instead of just one.|0
"Love the TPB 's but this was a lame episode . Did n't have the same feel that the series had in its first few episodes. Spoiler! Show

There's nothing wrong with this show. It is a classic. I really enjoy watching this show, even if there are some annoying parts. It just gets annoying because the show is old and they have not done enough to improve it. Spoiler! Show

I liked the story and the characters. They did a great job. This is a very well made episode and I am glad I'm here."|0
I'm not surprised that this film did well at the Hamptons Film Festival. It is a shallow film that would appeal well to shallow people. Two actors pretending to be actors in a relationship who fight and look for a lost dog. The film is allegedly exploring the dynamics of the relationship, however, the relationship is far too petty to merit any such exploration. This couple has one dimension: they fight, they tease, then they make love and fight some more. There brief moment of tenderness does not reveal any possible reason that these two would be involved with each other given their venomous and volatile relationship.|1
Without a shadow of a doubt this is and probably will always be the worst film i have ever had the missfortune to see my whole life. Take 5 wooden actors who got thrown out of acting school because they were so wooden someone sat on them thinking they were a bench.Then add a cheap camcorder. You know the old VHS types that cost £20 on ebay. Add a terrible story line with no effects and yes you have this film. What a shocker it was. They couldn't even save it by having a fit girl in it.|1
Oh what the heck, I'll reveal the secret: this movie stinks!Yeah there are some nifty dinosaur effects that, for their time, were probably really exciting to watch. Now they don't cut it, but they're not terrible. They're just good enough to tolerate without being able to laugh at it. So they just sit there, and i sit watching this, not laughing, not excited, just, well, bored. It stinks!If I can exercise my Jay Sherman for a moment, the film really does.|1
"Al Pacino was once an actor capable of making a role work without resorting to constant use of profanity . This was in the late 1950s, when he was one of the most powerful figures in the world of acting, a star of movies like ""The Godfather"", ""Serpico"" and ""Shanghai Noon"" and of stage plays including ""Romeo & Juliet"", ""Romeo & Juliet II"" and ""Romeo & Juliet III"" - which were all banned in the US in the early 1960s because of their use of profanity and violence."|0
When all we have anymore is pretty much reality TV shows with people making fools of themselves for whatever reason be it too fat or can't sing or cook worth a damn than I know Hollywood has run out of original ideas. I can not recall a time when anything original or intelligent came out on TV in the last 15 years. What is our obsession with watching bums make fools of themselves? I would have thought these types of programs would have run full circle but every year they come up with something new that is more strange then the one before.|1
1 . I 've seen Branaghs Hamlet : Branagh is too old , speaks frequently with a high pitched voice , but he has one good point . I think Branagh's Hamlet is one of the best plays of all time , and I think it ranks up there with Hamlet . I think a great actor would have made a better Hamlet . I do agree that Hamlet is a good play and the director would make a better Hamlet if he had a good Hamlet play on his hands . . I do not have any problem with Branagh . He did not have to change much for the part .|0
I have read each and every one of Baroness Orczy 's Scarlet Pimpernel books . Counting this one , I have about 15 of them , and I can't decide which would be best for me. It seems to me that she has done all she could to ensure her fans that there is no shortage of stories to read and the series will be ongoing . All I would ask is if anyone has read the first two books, and is willing to read this one, that it will not be a boring book .|0
In Brooklyn , the nightclub dancer Rusty Parker ( Rita Hayworth ) has a simple but happy life dancing in local clubs on the Sunset Strip, but she is caught between two men. After being arrested for public drunkenness, Parker becomes a prostitute, where she meets George ( Richard Egan), the owner of the club. There is a simple scene in the film in which Rusty is dancing with George, and she asks George how he got his job in the bar. He responds that he took lessons. Rusty then asks the question of how George got his job as a nightclub owner.|0
I watched this movie a couple of weeks ago and must say : I was not impressed , not at all . The movie was not really good , I mean I felt it was not a good movie and the director of this movie really didn't like his script , I could not understand it and it made me feel bad . I mean really the only good thing in this movie is the story , the story line , I mean it was interesting and they did it well and it did it well , I mean how do they make a good story ?|0
Well it might be a kid's movie...perhaps but i'm not gonna let my kids from 9 watch it!,so the one who say it is a kid movie hmm? !,it is teenager movie i agree..,so but back to the movie it is about a boy who can lie very good..,so good that at the end nobody nows truth or lie.Anyway it is a nice movie to see nice screen play i vote a 8 for screen play and story ...i think they writers mend a litlle lesson whit it...''the truth is never overated''.|1
I'm a fan of the horror movie, regardless of which hemisphere it comes from. I know what to expect from the West, the East and most horrors in the middle. So I received the DVD of 'Acacia' in the post and looked forward to a slow build of ever increasing tension and scary children with odd, disjointed movements hiding under duvets.The major selling point for this film was that it has a far more linear story line than many of this ilk - you get who the characters are, where they are from and what they do.|1
People call a 976 `` party line '' to talk dirty to strangers , and perhaps meet up for a cup of coffee at the nearby cafe, but it's also a term used by many to refer to any long line of people waiting for something, whether it be a bus, a movie, or a meeting of some sort. So why do some people feel the need to take the extra step of creating the 976 in their own home? Here's a look at why a 976 is important, and how it can help you meet up with friends who may not know each other in real life.|0
To think this film was made the year I was born . To think people are still having their constitutional rights ignored. To think all those years I spent in detention are worth something. It has been a long time since I’ve been in a situation where people are actually afraid to use their constitutional rights. But I guess I should be thankful that this was the first time in a while that such a thing happened. It’s not like these rights are not important, or that I am not used to being afraid to use them, as you will find out in the following review.|0
I've never written a comment on IMDb before, but this movie was so bad it left me little choice but to warn you not to waste the two hours of your life. As an avid WWII historian, I don't even know where to begin on how historically inaccurate this movie was. Carbines with Korean War bayonet lugs, K98k's missing cleaning rodes and sight hoods, German uniforms that didn't exist, the list could go on forever. Added that it's loaded with flaws, has literally no plot or climax, and acting on par with your local high school theater.|1
The main reason to check this one out is to watch Laura Gemser in all her glory.That's reason enough for me.She heads to Africa as guests of another rich guy that seems to be all over these films. Huge mansion near the jungle. Hunters staying around for parties when they aren't out hunting zebras. And said parties becoming drunken orgies.All the high society types in the Emanuelle films seem to have out of control fetishes. And Emanuelle beds most of them.Joe D'Amato did NOT direct this one. He just ripped it off and used the same cast(s).|1
Yes sure , this is a Friday the 13th rip off but I have no problem with it . It makes sense when I think back to the olden times. My kids and grandkids have to see this and know what's going on. They should know where all of the bodies were buried and why. They should know that they died in a fire that was set by someone. They would think this was really stupid because they would be too afraid to think that they were alive. This is just plain stupid. Why? It makes sense that they would come to their senses.|0
With David Arquette starring you would immediately think this to be a stupid movie. Well, it is a stupid movie with a horrid script. But the F/X, namely the eight legged freaks, makes this flick a hoot to watch. A tribute, albeit on the silly side, to those great mutant creature features of the 50s. Arquette and Sheriff Sam(Kari Wuhrer)summon help in fighting off the toxic waste induced giant spiders wreaking havoc on their tiny town in Arizona. Also in the cast are Doug E. Doug, Rick Overton, Leon Rippy and the charming Scarlett Johansson.|1
What some Hollywood-movies try and practically never succeed , creating somehow metaphysical connections between persons ( without becoming unrealistic ) . For example , the first film by David Mamet , The Book Thief , and its sequel The Book Thief II ( with a new story ) were very good . But it was not a film , a novel , an idea , that was a real success . The film was actually a lot better than the first novel , because the original novel was written in the form of an autobiography , so the author did not have to describe his own life .|0
This is a spin off of Pulp Fiction . I thought that it would be good for a few decent sci-fi movie plots, but I feel that it is not that well done. I have to admit that I really love it, as it was my very first movie that I watched and it was a great movie, and it is a good film in general. It is worth the watch. I am glad that it was made, as it is really good, but it is not my favorite movie that I watched in the last year.|0
Okay so there were the odd hole in the plot you could drive a zeppelin through, but how well was the emotional stuff handled? It would have been so easy to descend into cheesiness but the writer pulled it off. The image of the ex female cyberman making crying noises as she/it saw her reflection after regaining her emotions is one that will stay with me forever. That's twice now the monsters have shown a soft side and been presented fleetingly sympathetically, the previous being the last Dalek from series one, but by Jove it's worked.|1
The Girl in Lovers Lane is one strange little low-budget film . On its surface , the movie tells the story of a teenager named Kate, who travels to London to spend some time with a boy from her hometown. However , the film is not very well received , and I have heard that it has only been out for around a year before it was banned in Germany. The film was shot over a 12 day period in the summer of 2000 and was the first ever low-budget feature film to get banned by Germany .|0
I love pop culture , but I was a little apprehensive when I first heard about this . Then , I got one and it sounded pretty good . Then , I got two . I love it . Then , I got three . And , now , we've got our fourth . Now , you know me , so , you know that , when it comes to these things , this is where I go first . This is one of the things that I've always had in my back pocket . If it was something I had to take somewhere , I always just put it there .|0
