sequence|label
This movie, which I just discovered at the video store, has apparently sit around for a couple of years without a distributor. It's easy to see why. The story of two friends living in New York searching for their pal from high school who is now living homeless under the boardwalk at Coney Island, has flashes of being a very good film, but ultimately is weighted down by the story focusing on Stan and Daniel, rather than on their homeless friend Richie. Cryer is as usual very good and the film has a nice stark look to it, with the ghostly images of Coney Island.|1
Wesley Snipes latest straight to video film is a convoluted mess, horribly reminiscent of Steven Seagal's latest works. The script is horribly written and makes no account for the low budget it is and tries to be too clever for its own good. Sadly too, Snipes has fallen into the trap of having an ADR voice double doing much of his dialogue, and an entire narration that comes every now and again through points in the movie. It's sad to see a guy of Wesley Snipes talent doing garbage like this film, and producing a tired and clearly bored performance, barely bothered to produce his own dialogue.|1
Another movie that makes the story of The Beach Boys worse than it is. I especially remember the scene when Brian says he's to quit touring and the other Boys calls him traitor. I didn't happen like that, and like the movie indicates in the beginning is that some scenes are over-reacted. A movie about The Beach Boys doesn't have to be that way because a lot of things happened anyway. The sad thing is that this movie gives the wrong picture about the boys to those who ain't so familiar with the group.|1
This was the most unrealistic movie I ever seen.I can't believe that the writer and director didn't see that almost all the movie looks like a SF one.For example: 1. It is impossible for the killer to stay on cold glaze and after 10 hours to get up so quickly.2. You can't get electrocuted trough a water pipe like in the movie. (believe me, it's my domain)3. With a saw you can cut 10 pipes in 10 hour very easy. Let's say that the chain was made from steel but the water pipe was rusty and it was made from iron.4.|1
This movie is supposed to take place in Milford NJ. I know the house that it is based on as well as the person. As you see at the end of themovie, she was killed in the world trade center incident. I know that, because I was one of the police officers that helped with the identification of her remains. (She was the only one in our area lost). The nudity in the movie went a bit far. I am not a prude but the actors could have filmed the scene with the two woman without actually showing the whole thing.|1
i know not why people considered it trashy or obnoxious ; it ' s not like american pie or something . this is actually a very interesting film that i am watching , but i really didn ' t pay much attention to what they were doing . i thought it was all one - sided so i don ' t think i ' ll ever get to hear what happened in the movie anyway . i guess i just wanted to see if this would be a good movie to watch . now i ' m beginning to look around for an excuse to leave , as well .|0
"Just saw this movie on opening night. I read some other user comments which convinced me to go see it... I must say, I was not impressed. I'm so unimpressed that I feel the need to write this comment to spare some of you people some money.First of all ""The Messengers"" is very predictable, and just not much of a thriller. It might be scary for someone under 13, but it really did nothing for me. The climax was laughable and most of the audience left before the movie's resolution.Furthermore the acting seemed a little superficial."|1
"But it's not. The plot isn't all that bad, the actors aren't all terrible so it should be decent. Instead though despite a good starting point the plot just drags on and suffers from a lot of those ""I can't believe he/she is so dumb"" moments so often used in horror movies to keep things going. It frustrated me at times watching some of the decision made by the lead character. Also it took way too long to get to the good part of the movie. Anticipation is great but you can't spend over half the movie building it up."|1
Beware My Lovely originated from a play written by Mel Dinelli who apparently liked writing about frightened women. His first and best effort was the screenplay for The Spiral Staircase. He also did a Loretta Young suspense thriller Cause For Alarm a couple of years earlier. The play Dinelli wrote was originally entitled The Man and it ran for 92 performances on Broadway during the 1950 season. It was Dinelli's only effort on Broadway and it starred Dorothy Gish and Richard Boone. The roles that Gish and Boone played are taken by Ida Lupino and Robert Ryan. For whatever reason RKO thought to eliminate the age difference.|1
I have been an avid Jane Austen fan for many years. I had never seen this adaptation, so when I had heard of it, I came here and read all the excellent reviews. On that basis I eagerly ordered it from Netflix. What a cruel disappointment! They have taken one of the most subtle and bright comic novels and made it dull. Each character seems to have been dealt a single facial expression, a single tone upon which to base their flat characters. Although this adaptation seems to have used every word that Jane Austen wrote, they appear to have been passed around to characters in a random fashion.|1
from the dire special effects onwards i was absolutely gob smacked at how bad anyone can make a film . i mean if it 's that bad , why try to make up something as terrible as an amateur film about the past and the future . in my opinion though , the only good reason we have ever made any of this film are the fact that the movie is so unoriginal that it really does not have a theme . the main character is a real jerk when he pretends to be someone else who is actually somebody else , which makes it even more awful .|0
i never read the book . now i do n ' t really want to . i had no clue what this was and , as far as i knew , did not even know about a book until i found out . however , i could not wait to see what it was like . i loved books and liked all the good thrillers i saw on cable . when i finally read the book i sat back in my desk and watched the movie for a long time . at first , i thought they were just making jokes , but then i saw that there were more words in the book than just words .|0
"SPOILERS A Jewish Frodo? Yep, that'll be Elijah Wood again.Ever since the concluding part of ""Lord of the Rings"", Elijah Wood as Frodo has found it increasingly difficult to get away from that major role. Playing a football hooligan, a psychopath and now a young Jewish American, Wood has tried any route he can to escape this typecasting. Now, with ""Everything Is Illuminated"" he might finally have achieved this. Playing a role which isn't as radical as other efforts, he truly gets to the soul of his character."|1
this episode was boring and was not even in the realm of horror , so far this season masters of the story . i can assure you , though , that if you have been watching this movie many times , it may seem more than it is . there is nothing particularly amusing about a series of characters whose life has been turned upside - down over the years . it just seems to be getting better every day . here are some good examples of my friends from the 1920s and 1930 's who made fun of the fact that the plot was one of the most stupid films ever made .|0
With a cast like this, I knew the acting would be amazing. Still, I was cautious, as I always am of sequels. Would it sustain the feeling of the first film? Could they possibly replicate the tension and thrill of the masterful heist of Ocean's 11? We'll never know, because they didn't try. At least, not in the way I expected. Instead, they made a light and truly funny parody of the heist genre. If you want a gripping, logical heist, don't watch this.|1
first , let me confess that i have not read this particular balzac novel , so maybe i am directing it a little too poorly . i was hoping to find the sequel - after all , what else is there to do in a sci - fi movie ? anyway , my husband and i are on our honeymoon and he wanted to spend time with his family . when he arrives at home , he discovers that his wife is gone and we were going to go to her house for dinner and have a night of romantic lovemaking .|0
one of the worse gay - related movies i have ever seen . since these are not characters in this story it seems a good idea that they all watch this movie separately and make sure to keep them away from the main characters . for some reason , i felt as if this film is being used to create an atmosphere of homogenism . i do n't usually watch such films but i saw one once which was pretty bad so i did my research . the author seemed to enjoy making people feel sorry for themselves , even though his words were unflattering at first .|0
whenever ida lupino appeared or directed a film in the 30 ' s , 40 ' s and 50 ' s , you were guaranteed great things . this movie was very good , although i would have thought it was more for show quality , rather than commercial quality . i personally do n't see much of any of these movies , and i can not imagine why they ever made this one . when i first started seeing these films , i was shocked to see that there was an abundance of pornography going on . there is certainly no doubt that many of these movies were taken during the war between the states .|0
a wonderful family movie & a beautiful horse movie . 75 + % entertainment . casey , buddy , kelly marsh , bob and i have always wanted to see a classic film , but of course that had not come up on any level during my visit here . i am hoping for something more in common with movies as well , but i just did not want to spoil the fun we were about to get involved in by taking this job . i thought it would be fun to take a day or two off after living in new york for so very long .|0
beware my lovely originated from a play written by mel dinelli who apparently liked writing about frightened women . his work is good and he does excellent work . i would love to see this movie , but the script is not very well written . i do not really believe that it has any merit whatsoever . in fact , i doubt that i could find anyone on the planet who would want to pay $ 50 an hour to watch this movie unless they are a real comedian or writer . the plot is so bad that if you looked hard enough , you could probably figure out which category it was .|0
great party movie , following the adventures of bill & tom , two high school buddies at opposite ends of the world . not only were they fighting , but they hated each other . i can imagine how this would have played out had one of the guys been more understanding and not so annoying . it does not make sense that they would fight about who got to watch what , or who won . why would both people choose to spend the day together after having spent the weekend together ? there has to be something off about all this .|0
this film was great ! tangi miller and flex did a great job . they both look good together and the lead singer is one of the best we have seen . i 'm glad that it has come out for this movie as well . its really not worth watching . if you like , let me know when it 's ready and i will be available for you in a month or so . just tell me where you put the credits . i ca n't make any money at this production . i love being an actor but can not stand to watch someone else work .|0
This is a very strange series with Dean Learner. I really didn't understand the guests. I knew they weren't serious but whether they were really them was unclear because...i guess i'm just that stupid. I don't know if this classes as a spoiler but the guests aren't real like in Ali g or anything they're played by one man or so i believe. I love the serious look that he's got going on. Its like that programme that was on on a Sunday morning that i forget the name of lol.|1
I would say this is a background movie. Play it the background as your tending to busy work (laundry, checking email, etc). I thought this was a film that was done before Amy Adams became successful after Enchanted. Wrong! It was done in 2009! The screenplay/script is pretty awful. I love musicals but the singing is just average and doesn't move the plot along. Ughh. It almost seems like it's a made for TV movie based on the cinematography. Am I watching a TV show? Even the secretary breaks out into song.|1
the only reason i did n ' t fall asleep during this movie is because the seats were not that comfortable . now , how can someone sit on a seat like that ? i have seen plenty of horror flicks in my time , but this movie is awful . every character , from the top down , to the bottom of the body and the head , is completely messed up . i wish i had a good friend or two who would help me out , but i was too self - absorbed to think anything of it .|0
"Taken the idea out of a true diplomatic incident ""The Wind and the Lion"" is a very good adventure film set in the deserts of Africa.El Raisuli (Sean Connery) head of an Arab tribe kidnaps an American woman(Candice Bergen) and her two children to obtain some concessions for his country out of American president Theodore Roosevelt (Brian Keith). Out of this simple plot John Milius gets a very complete and enjoyable movie in the genre.The outdoor dessert locations, an impressive color photography, very well handled action sequences and perfect settings turn the picture in a sort of epic one with an undeniable sense of greatness."|1
"normally i am a typical ` ` creepy - crawly - hatin ' ' ' girl , but after watching this film ( on youtube of course ) i decided it would be the last one i watched so i did my best to ignore it . there are only six scenes with these two girls and they both look just like any other college kid , well , except that their hair is a tad shorter and they do not look as nerdy . anyway , here goes : 
 "" come on , show me your fangs and i will teach you how to make vampires ."|0
"In my opinion of this movie the entire video portion of this movie was absolute trash!!!! However the soundtrack that was used contained the music of a great heavy metal rock band, I recognized the music as being a band called Firstryke and the album was ""Just a Nightmare"" and it was very well written!! and I am curious to see what the rest of you movie buffs out there think of it, if can remember back that far I would appreciate the feed back, I collect old movie, and obscure movie sound tracks."|1
i looked forward to watching this film since i loved the david lynch version . in my first attempt at a new movie , it was pretty bad and ended up having to go home after watching about an hour of the show . i did n't know what the worst that could have been was because there were so many parts for it that we could all just sit around and watch . as you can imagine some of the horror films are actually very horrible and i ca n't blame anyone for hating them . i hope you liked this one .|0
three children are born during a solar eclipse and ten years later this has somehow caused them to grow up in the world , where they will never know what it is like not to be a child . that was the reason why i spent so much of my time looking through the files on this program . i was sure that there would be a pattern , some clue to what was going on , but it was n't ever there . the kids were just born when they were supposed to be at school . their parents could have been murdered by terrorists for being late .|0
actually i ' m still in doubt if there ' s anything about this movie i like . as for the story itself , i ' m more than happy to share with you that it was originally made in new york , but is being rerun over the next few years , a bit too fast , and not much of a first edition . after watching this movie for a very brief while ( which may be one of the most interesting stories i have seen in the past ) , i decided to give it a couple of weeks to see if i could get any details about what it was doing on my tv .|0
"I'm a huge fan of zombie movies and this is just a pathetic attempt at one. I find the best features of zombie flicks to be the sense of solidarity and a need to survive. This movie focused more on a ""let's just make it gory"" view.The movie was full of bad acting and even worse special effects. When the zombies emerge from the floor and take the guy down, there is blood just spraying out of the hole. I wasn't aware that holes in airplane floors bleed so extensively."|1
i have no idea why people are so crazy about the show . it is so boring . the jokes on this film are so silly and the stories so uninteresting . not a bad plot , except for the fact that it ' s only an act . the most important thing to write about in this story is the characters and they ' re both really good actors . if you ' d read these books as a child , you would see that this movie is basically one of those comedy films . the plot is lame , the dialogue is ridiculous and the plot is stupid .|0
"i know little or nothing about astronomy , but nevertheless ; i was , at first , a little sceptical of its effectiveness . 
 "" what s wrong with it ? "" i said to the group . 
 "" they are quite advanced in many ways , you will probably hear this story before ever hearing it , but that is not why i want you all to be there . "" "" ok ... "" i said . 
 "" as for how we can go back to the future , let me show you some things on this site . "" he produced a black digital camera and showed it around the screen ."|0
"Well...it's about time! Van Damme is back and kicking in this action thriller that's his best film in recent years. The plot isn't too inventive but the whole border patrol theme is interesting and the ex-marines as drug smugglers twist is cool. But what makes this movie awesome is the fact that Van Damme is back to doing martial arts again. His latest films have been more acting oriented, but in ""The Shepard"", JCVD is back to dropping the bad guys and looks to be in excellent shape."|1
"Susan Sarandon and Natalie Portman play Adele and Ann August, a single mother who's the working definition of the word ""dreamer"" and her solemn, pragmatic daughter. Adele, wanting to make a fresh start in a big city, moves them from Wisconsin to California.Decent, if not exceptional or particularly memorable, with some serious and sad moments. It pushes some emotional buttons, that's for sure. Best thing it offers is a solid cast, and Sarandon and Portman are quite good in the leads - even if their characters are one-dimensional at times.Could be better, could be worse.I gave this one seven out of ten."|1
Creepy facemasks and slasher movies have gone together like cheese and chives throughout the lengthy lifespan of the cycle. People often assume that it was John Carpenter that started the trend, but as is the case with many of the genre's clichés - the Italians did it first. Movies like Eyeball, Torso and Blood and Black Lace were the originators of a hooded maniac in a murder mystery. There were also a couple of American pre-Halloween slashers that warrant a mention. Classroom Massacre, Keep my Grave Open and Savage Weekend clearly pre-date 1978, whilst The Town that Dreaded Sundown is widely regarded as one of the first teen-kill movies.|1
"First of all, even IMDb is slacking with this movie, as the list of cast is VERY ""gappy"". Even main characters are missing from it like Buddy for example.Now back to the movie. I love watching movies, but this one tortured me throughout the whole 82 or however many minutes. It was HORRID. Probably the worst movie I have ever seen. And the reason why it bothers me so much, is because I was quite excited about seeing it beforehand.The plot line itself is good. It could have been a great film if done properly and with careful casting."|1
Fred Carpenter screened Eddie Monroe at Boston College, and judging from the enthusiastic response, he has much to be pleased about. A taught, well done Indy, impressive for it's big budget look and feel. This movie has it all: a tight script that grabs you and doesn't let go right up to it's surprise ending. This viewer didn't see it coming! Excellent performances all around. Craig Morris and Jessica Tsunis were were especially well cast in the leads, delivering strong performances. And kudos to Frank Bongiorno and Alex Corrado for creating two detectives as engaging and interesting to watch as any in film.|1
take your video camera , turn out all the lights in your house and film people running around with flashlights . so , i was wondering if you are going to show up one day as a movie star or anything of this genre ? i mean , surely you can be any sort of actor . i never saw anybody that had an interest in acting on film . i do n't believe in actors , either , but i have been told that they will get along fairly well together . there really is only one type of acting in the movie , which i am proud to say that i have seen many times before .|0
"There are two things that I noticed in this film. (This is not a spoiler, just a mistake in storytelling.) When Cole takes Bill to his first B&E, he finds the ""box"". As soon as Cole finds it he says, ""The box. Everyone's got a box"". A minute later, just before he dumps the contents on the floor he says, ""We're actually very fortunate. You don't see these often"".Observation #2 (Spoiler Alert! )I had to watch the thing three times, I couldn't figure a couple of things out."|1
"the movie was very good . i ' m an avid mystery fan and i usually figure out who is going to pick this film based on the premise or how the plot would be based on the characters - it ' s a lot of pressure to read what is actually happening . in some ways i really like sci - fi films . there are all sorts of weird people in the movie and the actors seem to have no reason to be angry about anything . but the acting , that is just downright depressing . i ' m always amazed how much you can change after a few minutes . 
 """|0
I love his martial arts style, it is quick, close up and oh so fast, but it seems like his movies are becoming more and more crime based lifestyle quality and less meaning...I thought he was out to bring forth a deeper message. At least some of the movies had a hidden meaning or agenda this one had some good redeeming qualities of the character but the rest was so far off. I was very disappointed. The martial arts is also suffering. I am hoping to see a more devoted Segal in his future films.|1
I had to get this movie, since it didn't come to where I live. I waited patiently and it was worth the wait. I totally fell in love with this movie. The chemistry between Walters and Grint you could see, since they also worked together on the Harry Potter movies.The woman who plays his overbearing, righteous mother really had me convinced all right and how much of a hypocrite she is, I think she did a great job playing the role. I only wish we could of had seen the actually sex scene or more of it.|1
like the beauty of the jungle , jessica alba ' s gorgeous smile and sultry looks loom over the film , but in the final picture i am not even sure who she is or how to recognize her from any other photo . what does it say about me that i think a few of these people would recognize her when they saw her before ? are you kidding me now ? there really are two kinds of people in our world : those who come to this place to find fame and fortune and those who go back to looking as if nothing has happened .|0
i enjoyed ramin bahrani ' s man push cart , and this film is equally good . this slice of life on the road is really bad for me . as a kid , i spent most of my days watching horror flicks , and i thought this was one of the worst movies i have ever seen . if you do n't pay attention to the plot then it makes you believe that the character is always going to be stupid , and that he will eventually succeed in making up some of his jokes . i think these movie shows were doomed from the beginning .|0
"as a word of explanation , disney ' s ` ` the kid ' ' has absolutely nothing in common with the charlie chaplin character . "" i ' m sorry about all this , it ' s one thing to be at a movie that is so depressing and difficult to watch but it ' s another entirely to have to share it with your own children . "" she thought for a minute . "" well , what are we going to do with her ? "" she looked at her parents . "" why ca n't you ever make me do things ? i was just doing my job ! """|0
S. Epatha Merkerson shines as Nanny in this touching and vibrant look at the life of Ruben Santiago, Jr. (Marcus Franklin) while growing up under the guardianship of Nanny. The film gives a good character study of both Nanny and Ruben and manages to capture life's ups and downs in a realistic fashion unlike so many memoirs that are made into film. The supporting cast adds much spark and many recognizable faces appear in smaller roles including Mos Def, Macy Gray, Terrence Dashon Howard, Rosie Perez, Louis Gossett, Jr., Liev Schreiber, Jimmy Smits, Ernie Hudson, Delroy Lindo, and Patricia Wettig.|1
"Some movies you watch and you say, ""Well, that made no sense."" And you don't really mean it. You're just saying things were overly complicated or slightly nonsensical. ""Bread And Circus"" makes no sense at all. And I mean it. And that's not because it's surreal. From the start, it's pretty clear it's a feeble excuse to do splatter special effects. There's no script. There's no plot. There's no story of any kind. One event does not lead to the next -- that's how fundamental the bad writing is here.So what?"|1
This was honestly the worst movie i have ever seen. the acting was god awful, the story line also was bad. it was however a good idea. if this movie would have had better cinematics, and a lot better actors, i might of had something better to say. edgar allen poe was a great Gothic writer, and this movie just destroyed it. why do people always have to kill good stories by making bad movies. the only good part was when the killer put the head under the floor with a tape going, that was pretty good.|1
brilliant aussie movie . . . a little slow at the beginning , but once it gets going you ca n ' t stop . i can see it is a good film and should be interesting , but the characters are all too dull . when we first saw this movie , i actually thought that it might have been more fun in one of those old western movies . it made me laugh to think about it , but if i was looking for an action - adventure novel , then i had to look elsewhere for one . it could have been even worse , especially since i am watching this film .|0
"In my opinion, the ending is what completely ruined the whole thing. The initial idea of having someone suddenly realize they were the son of god and the second coming was somewhat clever. People started to believe him and his friends became the new disciples. People went nutty, demons were possessing people, all kinds of fun. Of course then it all went wrong. It was bad enough that they had to take on the impossible task of looking through a vast amount of writings to find the ""third testament"" in five days, but then at the end it became this ridiculous humanist fantasy."|1
Let's face it.This movie is incredibly cliché, as Korean romance dramas and movies go. First of all, there's a pair of long-lost siblings, one of which falls in love with the other. Second, there's a not-so-popular girl and two gorgeous, popular guys who fall for and fight over her. Third, one of the characters suffers from a tragic disease, which, eventually, takes his life.Still, I like this movie.Without the right actors, this movie would probably have disappointed fans of the novel. But because the actors fit the roles perfectly, the movie is engrossing--I honestly couldn't stop watching.|1
OK, so this is horror? I get horror - but I don't get horrific. Black & white is artistic but too much black is overkill.....enough said about the lighting. The story - a serial killer ....... lot's of these around. It's been done in the past and yes, it will continue to be done.....but I hope not. My question is , when will the audience tire of reliving this maddening dilemma? I guess the director thought he would do something different - portray killing children. Well that's been done before too.|1
leslie carbaga ' s excellent book on the fleishers tells the whole story of the fleischer ' s big move of their characters to italy . it is one of the few stories i will ever write and it ' s not all bad , if you can believe it . the author of this story was a professor from the university of cambodia , and there were very few things that could be wrong with that . he left for college in december and went off to see his first lover . he wrote a lot of interesting novels and films , but i do not understand why they were made up in the first place .|0
` ` down periscope ' ' has been in our library since it first arrived in vhs . since then , we have not had much to do here , and now we have more time than i am used to . let me see if there is any connection between some of those books that you mentioned and a couple of things they were reading at the time . these books are very high - class , perhaps because they are written on a typewriter . so where did all this come from ? why was i thinking of them as novels ?|0
I attended a screening of this movie. It was wrought with clichés and very unfunny jokes and set ups. I think the other comments were by people who must've worked on the movie or been family members of the cast. I'm amazed this movie cost $3-$4 million without any real stars. Where did the budget go? It obviously didn't go to writers for re-writes. Nice thought to bank on the success of Big Fat Greek Wedding, but a major miss. There was little or any spark between the main characters and the inciting incident was a bit flimsy at best.|1
this film is absolute trash and proceeds to become even worse towards the , very protracted , end ! the only good thing that i can see on this movie is the sequel . it does not have a plot ( except in the movies ) but it still looks like a bad comedy . there is one interesting feature about the film , however , that i think you should hear from me . i do not believe any of the characters ' names are mentioned in the movie . i just hope the dialogue is all right . if it is not , i hope you find your way into the back and out again .|0
this is the worst film i have ever seen and what disappoints me the most is that this is yash raj film so at first when you see the promos you think yes thats definitely another yash raj hit But when you see the film your eyes will water with disappoint the storyline is stupid and dumb we've seen it many times boy is soon to marry and falls in love with a girl blah blah blah. if you do see this pathetic film don't go with you family there is too much exposure and kiss scene. i don even see why you would go to see it on your own.|1
Solo is an action movie about a Terminator-like android that is constructed and trained for the military. When a flaw is discovered, he is issued to be deprogrammed. Rather than face death, he chooses to flee into the jungles of Central America, where he takes refuge in a village. The military chases him into there, leading into a big action feast.Mario Van Peebles does a decent performance the android. His movements and gestures look mechanical enough to get the job done. Actual scientific realism is abandoned in order to make a good action hero.|1
"After an astronaut dies in space, he is brought back to a military base. Inside the man are discovered alien embryos -- he is the host for what could be a terrible alien invasion! This film comes to us from director Bernard L. Kowalski, who also directed ""Attack of the Giant Leeches"" (see separate review) but may be better known for his work on ""Columbo"". Executive producer was Roger Corman, known as the creator of much better films than this one... particularly in the 1960s.This movie is cheesy and poorly constructed."|1
i grew up watching the ` ` bowery boys ' ' on the weekends and even at young an age i could see it . i watched it in my spare time . i 'm pretty sure this movie was a lot different then , if i had to guess . but this is better . this is more fun . you can feel it when you have to turn it off . what do people really look like ? does anyone else notice this movie ? are any other kids watching this film ? there were no pictures or any other comments as to how it was done .|0
This week's surprise screening at GV turned out to be the horror movie The Nun (La Monja). Seriously, I think that horror movies should try and come up with more imaginative titles, even though the story's about the character as described in the title. Who knows, soon we'll have spinoffs like The Monk, The Priest, and others belonging to various religious sects.The basic premise goes very simply, that a ghoul dressed up in a Nun garb (so that it can lay claim to the title) goes around killing ex-convent girls.|1
as a fan of nearly any period drama , and at that a huge jane austen fan , i was impressed . in the middle of it all , my dad took a call from the fbi , which meant they had been compromised by the u.s. department of foreign affairs . the fbi would like to see me right away . they are going to be coming to the united states this sunday , and if i do n't come now , i guess i will be late . however , there has been a change in plans .|0
i saw this movie because every review i read of it said that it was one of the scariest movies in its career . the plot is terrible ( though not too horrible ) and i can tell from the ending that there was a bit of evil going on . do n't get me wrong , it has all the good stuff in the world , but those two elements just are n't what i expected . the first part is totally unfair . the other part - my character 's name is really alice mccain - is awful .|0
how in the world does a thing like this get into my dvd player at home ? how does it make any money at all ? what can you do in a film that makes no money whatsoever ? ! this is so lame . seriously , if this movie is ever written , i will just never hear the end of it . i wish i could write something about it , though . it would be worth some money to have had the good sense to watch it . there has to be something better in this movie , especially with all the people involved .|0
"The setup for ""Nature of the Beast"" is ingeniously simple, and fraught with limitless potential for suspense: harried salesman Jack (a very domesticated Lance Henriksen) picks up trouble in the form of hitchhiker Adrian (Eric Roberts), who seems to be in possession of incriminating information against Jack. Oh, and over a million dollars has been stolen from a casino and someone dubbed 'Hatchet Man' is dismembering people in the desert. Sounds great, right? Sort of like ""The Hitcher"" meets ""Psycho."" One or both of these men has a secret, and nothing is as it seems!"|1
This film was a huge surprise to me while i watched it at Cinequest in the big California Theatre in San Jose. It's a musical, which normally I don't like, but I have to say this one was different. Robert Peters, who directed the film and stared in it, did such a wonderful job. During his Q & A he told the audience that he only had two other people for his crew! Most of the dialouge was made up on the fly and he actually made the film while attending another film festival in Germany!|1
WARNING:I advise anyone who has not seen the film yet to not read this comment.When I first started to watch this movie my expectations were it was a vampire movie, that is going to be awesome considering how Rodriguez and Tarantino both helped make the film. I began about 15 minutes into it and already my hopes for this movie were down the drain, which shocked me. First, the story it was going with was not at all appealing in anyway possible, and just flat out boring and uncompelling to the point where I just wanted to turn it off.|1
the worst movie i ' ve ever seen , and i ' ve seen allot . acting is horrible , plot is a bit lame , and the actors are like , totally clueless . it ' s all about making yourself feel good and doing things that are stupid but not really bad . the worst part is seeing someone you ' ve never seen ( or even known ) in any form other than what you were expecting to find in a tv ad . at times i don ' t even recognize them . there is no telling what sort of horror film could have produced something this terrible .|0
the love letter is one of my all - time favorite books , so naturally i was skeptical when i heard it . i do n't think i ever really knew the real story behind the book until recently . i believe the author was not only a very smart writer but also very talented , as well . there are many good writers in this world with an excellent writing ability , but that person has never come across a great writer . i would be too embarrassed to admit to you guys that i have been watching this movie since 2006 .|0
I am a longtime fan of the original of this movie (Bella Martha/Mostly Martha), and everything that makes that movie great and enjoyable to watch is missing from this one. I miss the slow pace, the build-up of characters and their style in small gestures, the dominance of lights and moods and moves over dialog. I don't think that the story itself is enough. Martha/Kate is more secluded, and Mario/Nick is not a clown. In most of the cases the things that makes one scene great in the original, its is not working in its copy here.|1
` ` ahh . . . i did n ' t order no amazing hit show ' ' . . . . . ' ' we ' ll you got one ' ' . . , but they didn ' t think it was a bad idea to have a couple of young men from the other night come down to the pub and watch the shows on the tube . at any rate , it ' s a great comedy . there are n't that many people in hollywood who would pay $ 20 for an original piece of film by someone with a good mind .|0
"""Hollywood Cavalcade"" is a mildly entertaining 1939 film starring two staples of the 20th Century Fox roster, Don Ameche and Alice Faye, and containing a couple of in jokes.The film concerns a Max Sennett type, Michael Connors (Ameche) who brings an actress to Hollywood, Molly Adair (Faye) and makes her a big silent comedienne, eventually moving her into more dramatic roles. He becomes extremely successful with her as his star. Obsessed with his work, he's absolutely shocked when she and her leading man (Alan Curtis) run off and get married."|1
i love this movie . at first , i did n ' t expect much of this movie since i did n ' t watch a lot of cable . this is not what it looked like on dvd . i mean i watched a lot of movies in my life , but i didn ' t really get all that much to look at . the main reason i liked this movie is because there was no one else in it who wanted to watch it as much as i did . this is the first time i have seen a movie in my entire life .|0
"How sad it is when a film as wonderful as ""Jurassic Park"" slowly nosedives into hackneyed and mediocre territory throughout its franchise. The newest sequel, Jurassic Park III, has given no thought to characters, a story, or pretty much a script, and instead relies on non-stop dinosaur action, which is neither thrilling nor very interesting to watch. The dinosaurs seemed to look incredibly fake compared to the 1993 technology, after 7 years of CGI advancements, it only gives you more of the feeling that the film was pumped out for the summer relying only on its name."|1
The revisionist history -- making the evil Marquis de Sade a semi-heroic romantic -- is mind-boggling enough. But the atrocious acting, amateurish cinematography and terrible dubbing make this film achingly bad. The only reason to keep watching is that almost all the women in the film are gorgeous. And, amazingly, being tortured for days, with hands bound overhead, apparently doesn't detract from a woman's beauty, hairstyle and makeup. My guess is that the producers filmed mostly in Russia, choosing women for their looks -- and willingness to work cheap -- rather than acting ability.|1
this is just one of those films which can not justify much of anything that happens . these people are the worst ! we really have to get back into the movie . i need to find out what this is about so i can get on the screen , make a film , or even better , call the director and set it up . as you may know , i used to love to watch horror movies . they give me a chance to get away from my family for a while but i never wanted to do that . i thought it was such a waste of time .|0
"the movie existenz is about a futuristic video game on a ` ` pod ' ' system that is almost like virtual reality . for instance , it is supposed to be just an "" old school "" movie set by a guy who was once in love with his little girl . the play is very simple , but it is quite brutal and repetitive at the same time . it does not really have a plot , though i suppose that this movie was designed to give the impression of some kind of action adventure or sci - fi show ."|0
what a self - indulgent mess ! duncan roy ' s film is apparently autobiographical , however it ' s impossible to find any similarities whatsoever . i ' m pretty sure that the movie was based on actual fact . the characters are mostly in costumes and clothes . the main purpose of all this is to portray someone else who might actually enjoy their work . you would not be even remotely good if you didn ' t think you had a problem with it . i have to admit that for a movie of this type you would get a fair bit of entertainment .|0
i had never heard about this film prior to coming across it as i was perusing the shelves at a small bookstand . however , in this story , there are not very many pictures that make it even remotely believable . why would the writer be doing this ? if you pay a lot of money and have a movie made that has people acting strange , then what makes it interesting is that you see some of the most famous films on the planet . for example , a few months back an actress who works at a movie house got caught up in the middle of filming one of those horror flicks they love .|0
i have some of the older videos and dvds of dr . who . i ' ve played them over and over again in my head . one of the best were , by far , the ones where there is no end - of - life drama , or an ending at all . it was not that bad for this movie . it just seemed to go on forever . even when it finally ended , only a few actors had the power to finish their film off . i did not think anything could move me so fast enough to stop me from being caught .|0
"i see that c . thomas howell has appeared in many movies since his heyday in the 80s as an accomplished actor and is very popular with the audience . so , why are they not expecting such a good actor to come forward ? what kind of show was it that brought this picture on ? if you asked me how i would have liked a more elaborate version of this movie , there would be no point in making one . just look at this one ' s premise . for starters , when i saw this movie i immediately thought : "" oh lord , this movie sucks ."|0
this movie is n ' t that great . . . at all but it ' s good when you want to just laugh , or even have something amusing to laugh about . in this version of the film , the characters are a bit different . the dialogue is different so the plot is slightly different , and there is some bad stuff going on , but most of it is completely normal . i found myself wondering if it would be better if one of the actors could do things like that . i never really got into what movies were originally intended for , so i guess it depends on who you ask .|0
