sequence|label
My friends and I saw the movie last night in Austin at a showing for AGLIFF ( a film festival). The first thing I thought was that it’s just not that good and then my wife said I was wrong. Then we watched it again because I wasn’t sure if we’d gotten it or not. It’s a fun movie. The plot of the film is based off of the idea of “ancient astronauts” or “chariot builders” as seen in the movie Forbidden Planet.|0
You ca n't really blame the movie maker for glorifying Che because the industry is all about money . Most people will tell you, that if you want something to be real , you've gotta make it seem real . This is true in every industry , even the movie industry . One thing Hollywood does not shy away from is to make a movie that glorifies a person . It is almost always the result of making money first and foremost . It may seem hard to believe , but people in Hollywood do not take their jobs seriously at all , except when they are on a big movie .|0
"I rented this one by accident. I lifted the video up and looked at the back and thought ""shameless Blair Witch rip-off"". Then, in a moment of carelessness, I grabbed 'The Francisville Experiment' thinking it was something else. My horror upon arriving home and realizing my mistake was far more terrifying than anything this film had to offer. Boring Characters, bad acting, and a feeling of 'we saw the Blair Witch Project and could do the same' permeate the action to the point where watching on fast forward will lead you straight to the credits."|1
I read a few reviews of the movie and got the impression that it was not as good as the trailer. What I don't understand is the fact that the trailer shows the movie in full color, with a black screen. Why didn't the producers just show it in black and white like they do with the book? What's the point in going over the same ground that's been done before? It just feels a bit repetitive. I have seen it. I thought that it was okay. I didn't know what to expect.|0
The only pure life , is one that ends with a signature in blood.So says Mishima anyway , a young man with a dream to go from being a commoner to being a man of importance in his own country. He does what is necessary to achieve this goal. But there is one problem – there is nothing that you can do to take your place among the great. That is why he makes his way to America , a country he knows to be the land where he can achieve his dream. He gets himself a job as a teacher and starts teaching the children.|0
"The inspiration for the `` Naked Gun '' movies casts Leslie Nielsen - who had only recently started doing comedy roles - as a man on the run in New York City, forced to carry a gun because he is wanted for murder. He must use his skills as the best undercover cop in America to solve the case of his life and avoid the law.

'' That's when the idea of a '' Naked Gun '' movie took shape. It seemed a good idea, and the film was in the works for a few years, but it languished."|0
They said it would be a film greater than Turks Fruit . How darethey ? It 's not even 10 years since we got our hands on this film ! What was the matter with them ? Turks Fruit was a box-office hit, and this one will not even be half a year in the theaters! They should have thought about that before. I am not sure I will watch a film that has been made and not been even released! I will go and watch Turks Fruit on DVD, but that 's it! As far as I could tell, this film was pretty good for the time period.|0
1st watched 8/7/2004 - 3 out of 10 ( Dir-Brett Thompson ) : Silly , juvenile-focused movie about three kids on a cruise ship that goes missing for 6 months while on the high seas. There was not a whole lot of character development, which I think is a good thing because I don't know who these kids were or why they were on this cruise ship. There was a great scene where the three kids were on a movie that had no actors, so I thought I would give them a chance. I watched it with my mom.|0
"Without saying how it ended , it is sufficient to say that the whole thing degenerates from about five minutes and thirty seconds into something which we can't even begin to imagine . . . I think you can see what a lot of people will think when this thing comes along . . . "" (Savage, 1985)

### **""What Is This Mess""**

The ""mess"" is ""what we're talking about"" when we ask ""What is the purpose of this mess"" ? It is not just what we can see."|0
"Disney-like entertainment with some un-Disney-like moments of graphic violence and sexual references . Lousy comedy alongside cliché-ridden moralizing . Noah Baumbach is at his best here, he's always better when he plays like an actual human being instead of a caricature. You have to watch this movie, it's worth the price. I recommend everyone to see this film, whether it's your first one, your 50th or you're trying to impress your girlfriend. This review contains spoilers, click expand for those. ""It doesn't matter, as long as you're there."""|0
How this character ever got hired by the post office is far beyond me . The test that postal workers are given on the first day of each month for a position as a postal clerk is whether or not one can read a U.S. postal letter and then write a check or deposit one into the U.S. bank account. If you can't, the post office will give you one year to make the switch, and if you can't or won't, they will put you in a training program for a different job.|0
So keira knightly is in it...So automatically we compare this film to attonement. Aside rom the fact that this film is also wartime and her appearance is uncanning, these films are totally different.The Actors work well, i think one good thing is there is no memorable person, they are a team.If you want a film where things happen, then id advise another as the story of this film is about human interaction and their physche's damaged by their experiences and how their lives are intertwined.This film have genuine interaction, perfect pause moments that make you hold your breath.|1
Rififi is a great film that is overlooked. It's a crime drama where a man gets out of jail and plans another job. It's an over used story but this one is different from the others. They round up the usual suspects for the job. This film takes a look at how the family gets torn apart as time goes on. The actual heist scene is one of the best I have ever seen. Instead of a suspenseful soundtrack the director decided to go with silence, around thirty minutes of silence. This fits the mood perfectly and is often copied these days.|1
I find it disconcerting that in an era when satisfying and fulfilling spirituality is unknown and we are all scattered across the whole spectrum of possible beliefs, that a charlatan and fraud of Gurdjieff's caliber (as a charlatan, he is exceptional; there is no denying he had a special gift. It's a pity he misused it, though, for the aggrandizement of his wounded ego, feeding on the adulation of unwary sheep who were at his beck and call and in awe of him) can inspire such extreme adherence and credulity.|1
This movie has an outstanding acting , by Marilia Pêra , and a stunning dicretcion by the argentine Hector Babenco , who directed it. This movie , in it s first act , is a classic story of the human condition , about a young man called Cesar Varela , an alcoholic who goes to work for a family friend in an estate in the south of Argentine, and tries to find out if he can be the man he wants to be . When Cesar returns home from this job the next day he finds out that his wife, who had left him, is now with another man .|0
I saw this film at the 2002 Toronto International Film Festival.This is the first Indian film I've seen in the Tamil language, and while it does share some similarities with other Indian films (wonderful music and choreography, sweeping storyline), the director attempts more than just to entertain. The film tells the story of Amudha, a precocious nine-year old whose parents reveal to her that she was adopted, thus beginning an odyssey that takes them all from India to war-torn Sri Lanka. Gorgeous visuals mix with horrifying scenes of violence expressly to make a point, though it is a simplistic one.|1
Not the best plot in the world , but the comedy in this movie rules . Kelsey Grammar is wonderful in this film and I hope he makes more films like this one . It's not perfect but you can watch it for free and it will take you some time to understand the movie . I can't say that the plot is so funny , I think that it's not that good , so if you don't like the movie that's not the point , because the humor is there , and it's just a few moments that makes you think , and you have to see it .|0
"Like a lot of people, I loved the original; ""American Graffiti"" was one of the great movies of the 70s. The sequel, ""More American Graffiti"" is a horrible, depressing mess of a movie. It wasn't funny, the wide-eyed, likable characters had become cynical and jaded, and the stories were contrived (such as ""Laurie's"" character having another brother because Richard Dreyfuss didn't do the sequel and ""Terry the Toad"" and ""Pharaoh Joe"" somehow managing to serve together in Vietnam)."|1
What are Forest Whitaker and Clifton Collins Jr. doing in this ? Light It Up is a ridiculously melodramatic piece of fluff by director Steven Spielberg. It’s silly in the extreme, which may, or may not be a good thing for this movie. The whole idea of this film is ridiculous, that’s what the film is really about. This is why this movie is so good. The plot is silly because the premise of the story is absurd. The characters are absurd. This is exactly what a good film is: A good film makes you believe something ridiculous.|0
This movie is an example of small budget , ineffective star cast , weak storyline and poor entertainment . This movie does not have any story . It is a waste of time . You will have to endure a lot of un-enjoyable situations . The movie is not even entertaining . The storyline is not good and the plot does not make sense . In the end it is just a waste of your time . It does not deserve your money or your attention . The characters do not act in a good manner . They are really annoying . They are so dumb they are unable to recognize their mistakes .|0
1st watched 8/7/2004 - 3 out of 10(Dir-Brett Thompson): Silly, juvenile-focused movie about three kids being zapped into their favorite cartoon with their parents experiment. The script left much to be desired in this Hanna-Barbara like rip-off of some Saturday morning 'live-action with people in dinosaur costumes kids show' with some goofy cavemen hanging around. Nothing really to admire about this and nothing much to be said either. I'm just amazed I found this at a Blockbuster video store as bad as it was and the way the stores are ridding themselves of old VHS movies.|1
I like Arnold, and I love the subject matter, but this was a very disappointing movie. When I first saw the previews, they were dark and ominous, and Arnold's name wasn't even mentioned. But I recognized him, which led me to believe that he was making a movie that had more of a serious, suspenseful mood. That it wasn't just another Schwarzenegger action vehicle (though I admit, most of his are pretty good!). He had, thus far, avoided movies with any real religious theme. And I was excited.|1
A very, very, very slow-moving, aimless movie about a distressed, drifting young man. Not sure who was more lost - the flat characters or the audience, nearly half of whom walked out. Attempting artiness with black & white and clever camera angles, the movie disappointed - became even more ridiculous - as the acting was poor and the plot and lines almost non-existent. Very little music or anything to speak of. The best scene in the movie was when Gerardo is trying to find a song that keeps running through his head.|1
Wow ! This is the movie that should be shown on TV at Two in the morning on Cinemax for those of you who are insomnia-addled people. I don't know what is wrong with me but I have no problem sleeping at 10PM. And when I am trying to doze off while watching TV, it's a whole different ball game. Especially when I am trying to watch a movie in HD. It's hard for me to fall asleep when I am watching HD TV. I guess what's really bothering me are those commercials.|0
"I spent many a sleepless night after watching 2001. Not only because of the psychological horror (of which 2001 is a masterpiece) but also because of the way it brought me (a restless soul) some clarity to the way I observe the universe. It changed my way of thinking in a very profound way. And after reading the novel (by Arthur C. Clarke) I found myself once again inspired (a writer as I am) by the level of imagination.The Space Odyssey is not something one can just ""go and see""."|1
My Take : Steven Seagal is obviously too boring to be a lead in an action thriller , even a good one. How is he going to be a lead in anything without a good acting ability or an interesting character ? First, this film was supposed to be made with him in mind. He is supposed to play a tough detective who is not afraid of getting dirty and is good with the ladies. He would have been an interesting lead to me, as he is a good actor and I have a great interest in action movies.|0
Leonard can write lyrics , but he sure ca n't sing . Nor has he had an original idea in his entire professional acting career - not one. In my opinion, he only does what he is forced to do by the nature of his contract, not by his own talent and creativity, but the nature of his contract and the fact that he has been offered a contract by the most powerful entertainment group in Hollywood. If Leonard has any talents at all, I would say it's the ability to say one thing in one breath, and then in the next breath, make another thing up entirely.|0
I know that the original Psycho was a classic and remaking it was a mistake , ESPECIALLY a shot-by-shot remake , but i think it would be good to try it , because at least it would be like new and make up the lost time . So here are my suggestions , hope they are acceptable to people who have watched the original and liked it . First thing, i hope to remade it the way it was in the beginning : the story would be continued in a way that in the end it could not be done in the original film , because the ending of the original film left something to be seen .|0
After all the hype I had heard about the Jane Austin novel and different film versions of the book I found myself very disappointed with the movie. I had expected a classic drama but that was not the case. First of all let me preface my review with the fact that I love old movies, particularly mysteries and dramas, but not female oriented movies. This probably makes a huge difference, so take my review with a large grain of salt. I thought the acting was a bit over the top, but that is very common in movies of this era.|1
Wow -- this movie was really bad ! You talk about formulaic , typical movie plot ? Watching this movie was really bad, but there's some good stuff in it. I can't tell if that's the director's doing or the actor's. It was just awful and I thought the film was mediocre. I know I should not have rated this film so low. It was a step up, but there was nothing special about it. I'm surprised that this review has gotten all the way through but I didn't think there was a chance for it to get to the top.|0
"Genius or utter madness? That depends on your interpretation of this film. I responded to it on the level of a self-aware ""cop-movie parody"", and I sincerely hope that was the intention as I don't see anyone taking it seriously! :-D Paul Rudd for one seems to be chewing up the scenery and really getting into the spirit of things! Is this film supposed to mark a departure for Rudd from his core background in the comedy genre? Some kind of insane attempt to reinvent him as a hard-boiled action star? I think not!"|1
Yep, it's me again! Mr 'I sit through crap so you don't have to'.What do you think this is about? Could it possibly be about a woman who call a sex line and arrange to meet bachelors in a secluded area? Then her cross-dressing boyfriend comes along and slits their throat with razor, before they make off together with his cash? Wow, what a guess! And if I tell you that the cop who is put on the case is forced to team up with a sexy assistant DA to nail these suckers, what conclusion will you come to?|1
I never heard of Mishima before I watched this film and although parts of it are a little tedious, I still find myself drawn to watch it when it is repeated on the box. At the beginning of the film, we are told about a celebrated Japanese writer behaves like a lunatic and commits seppuku in public. As the film progresses you are gently inducted into twisted logic of Mishima's mind. The stages of his life are are presented in four chapters. Each chapter itself is a blend of two contrasting narratives, the first continues the story with scenes from Mishima's life and appear in black and white.|1
Okay , anyone looking to see a great work of art should NOT watch this film . A sophisticated film by a great director , not a masterpiece in any sense , a movie I would rather watch with my family and friends , in contrast with all the other movies with a great story or a great performance . A film where there is no tension , where there is no surprise , a movie which has all the elements I wanted from a film . A movie in which the music has the same tempo in every second .|0
"It's a talking, trigger happy, alcoholic ASS COP! I have seen the first and second episodes. The artwork and animation fits very well (note the facial expressions, lol). The main character being a gun toting, badge wearing, pair of butt cheeks, shooting at whoever he thinks to be offensive or ""guilty"". So far, the episodes have had simple and followable plots that work very well with Assy's investigations. Don Sanchez, Assy's partner, play's the sobering retort to assy's A.A. antics and random ""I've got a hunch"" leads."|1
"I was a fan of Buffy and hoped it would come to a proper end when Angel got only one more season. But when the end came closer I was exited to see that. And what did we get? This episode called ""NOT FADE AWAY"" was the very last one.I was so disappointed by this episode. This is absolutely the worst way to this series. Why couldn't it get a happy ending? Why did have a few of the main characters to die? Why did Angel not become a human and was reunited with Buffy again? No."|1
This is by far the most repulsive and atrocious version of The Scarlet Pimpernel ever to be devised . As in “I’d rather die than go to the movies, it’ll never happen!” Never. Ever. I refuse to have to go see this version of a tale which has been told more than a few times now in movies and books. This version takes the story of Pimpernel from the book by Henry Fielding with some of Fielding’s changes and changes the ending of the tale to a far more dark and sad end for Pimpernel.|0
One of my desires is to be a film-maker, and I just have to say there's no way I will be able to compete with the powerful drama The War at Home. The reason is because the acting is perfect, and when you see the movie, you'll know what I'm talking about. All I can suggest is watching it, I got so involved in it and was extremely impressed.Estevez's and Sheen's relationship on the screen was absolutely amazing.And so was his relationship with his mother (Kathy Bates). Some of the best scenes include these 2.|1
"I saw this on a screener DVD a couple months before it was released.I liked the main characters and the overall story but some scenes are pretty sloppy and confusing. The sets were fitting but a few just looked like left overs from Freaks & Geeks or reminded me of a cell phone commercial shot in a middle class home. Definitely not what the DVD cover claims, ""Destined to be the next stoner classic"", hardly.Wardrobe and hairstyles are done well and yes, there are some really pretty girls in this, always nice to see a good looking cast.Almost every scene contained guitar that just droned on and on."|1
With some films it is really hard to tell for whom they were made . Huevos de oro seems to be one of those films which was made specifically for a younger audience and it’s actually quite fun to watch . I wouldn’t have expected to see this in Mexico , but now I see why it made its way to our market . The plot is really simple and there isn’t anything really complicated . It also doesn’t have the emotional impact that I’d expect to get from a film like this .|0
Here is a movie of adventure, determination, heroism, & bravery. Plus, it's set back in the late 1800s which makes it even more interesting. It's a wonderful, adventurous storyline, and Alyssa Milano is wonderful at playing the wholesome, confident, no-nonsense Fizzy...a great role-model. This is one of my favorite movies. It is a movie to be watched again and again and will inspire you and enrich your life without a doubt. Not only is the storyline excellent, but the movie also has fabulous scenery and music and is wonderfully directed.|1
"There's a good running bit about the price tag of a silk negligee. The bimbo in the office shows off the bargain she got for $22 (closeup of tag). Later, Mary Astor finds the tag in the boss's bedroom (proof that bimbo slept with him). Still later, Mary Astor is about to have an affair with Ricardo Cortez, looks at the price tag of HER silk negligee ($14) and is reminded of how disgusted she was about the bimbo, as well as the fact that she's spent $8 less than the ""most obvious"" woman she's ever met."|1
The Soap is an interesting movie and very brilliant at parts . You must watch it for its strong characterisation , humour , humour , humour , humour , humour , and for one of the best songs in a movie today. I can't think of another movie with so many memorable scenes. It was the 1980's and the US had just invaded Grenada. Soap had just spent a year working in Haiti. And as the film progresses you notice that she has not lost a thing. She has not forgotten that place, and there are many moments when you wonder if she has.|0
"What a mess--and I'm not referring to the ""destruction"" in the title. I could go on about the hackneyed plot, the lousy effects, the (actually notable) cast grimacing as they deliver the worst lines of their careers, etc. I'll just say there weren't any palm trees in Chicago the last time I checked, and leave it at that.Hmmm...need ten lines to get this posted on IMDb.. OK, well, I think a DVD release with outtakes could be interesting. Maybe Dennehy will reveal what favor got called in for him to appear in this thing."|1
One of the best of the 'kitchen-sinks'. Fantastic views of London and invaluable snippets of working class life of the 60's. Loach's eye seems to capture everything, yet makes no judgment - a taste of things to come. As with 'Kes', 'Riff-raff' and 'Sweet Sixteen', it serves as a cinematic social history of Britain. Carol White is completely convincing, you love her, fancy her, want to take care of her, but hold your head at her self-destructive decisions and still follow her in some vain hope.|1
This can hardly be called a good movie , actually it 's not even close . But I have to say it is the kind of film that you will like , or hate , or whatever you want to call them , when you don't really know or have a good idea what kind of a movie it is or what you like or don't like in it . It is a comedy , so I will try to give a brief description of it , maybe some of it will come across funny to you .|0
I generally LIKE Sion Sono's work, but this movie was completely retarded. But sadly, not retarded enough to make it entertainingly retarded. I just sat, mouth agape, wondering when it would end. The plot makes only a whisper of sense. I think it was intended to be campy. I mean, haunted hair extensions - how could it not be? But the humor, such as it was, fell flat. Not funny. Not scary. Not gory. I would say perhaps Sono was a hired hand on this project, but he appears to have written this boring trash as well.|1
This film is so 1980's and that is what I like so much about it. It does an excellent job of conveying the feel of that odd decade. The reality that Russian nukes could wipe you out at any time. Reagan in the White House telling everybody that things were great, while more and more social programs were slashed. Young people dropped out, but not as far as their parents of the 1960's did. Young people still went to school, they just smoked so much dope that their sensetivities were all but dead.|1
* Minor spoilers * I just wanted to say that for anyone who likes entertaining baseball films , this is definitely one of the funniest. It is definitely one of the best, and one of the best baseball films ever. As you may have noticed there is not a baseball game in this film. This is due to two factors. The first is that they are filming it on a set, and the set has a baseball diamond attached to it. This means that I will probably have to get up before dawn to see the film, instead of having it in a theater in the late evening.|0
I've been surprised by the enthusiastic response to this film. It seemed dull to me, much as I enjoyed looking at Penelope Cruz, and the plot details often poorly worked out. It also seemed like an intensely sexist film: if the gender roles were reversed, almost everyone with any sense would be up in arms complaining the movie is intensely misogynist. It's not just that both the principal males are portrayed as complete jerks and sexual predators, but also that the women are portrayed as almost flawless, forming a utopian community which lacks conflict of any kind and which rests on relentless generosity and good humor.|1
There is a point in the film where the female boss of the `` death machines '' ( a multi-ethnic prison where the inmates are forced to work in conditions that resemble slave-labor ) is having some trouble with her new staff. She says to the female guard who has come in the room: `` I need you to know that I have a lot of respect for my men, because I really do. However, there are certain men I don't know personally, and those I don't know at all, and I have some problems with those I don't know at all.''|0
"This movie was lacking in a lot of areas. It's about this Elvis type guy who races cars and is approached by these BIKERS from SATANS ANGELS. One of them is named Banjo and they beat up college kids for fun. THey want the Elvis guy to be their ""driver"". At times, I wanted the folks from MSTK3000 to be quiet because the movie was actually kind of good. Sure, there was violence and a lot of cheesy lines, such as ""What kind of beer do you want? A COLD ONE"". That was cheesy."|1
San Franpyscho: 1 out of 10: So you want to make a serial killer movie. But your budget is non-existent, your camera equipment is elderly and your stars are Joe Estevez (Martin Sheen's younger brother and a staple in really bad movies) and Todd Bridges from Different Strokes. There are probably ways to pull of at least a watchable film. The Quiroz brothers have no clue.First of all much of the cast seems to have been chosen in a desperate attempt to make Bridges and Estevez look like Oscar caliber thespians. Really how hard is it to play a priest or an overbearing mother?|1
I remember watching this movie on TV a few years back . It was so bad , I can only say that I found it funny (I was 8 years of age at the time I watched it) . My brother and I would have a good time at my parents . I remember him showing my mom some of my video tapes which I had taken , he showed her how to slow my tapes down so she could understand . I have no idea if he showed her how to slow the speed down to match my brother .|0
"This film is a nightmare! The sensation you feel when you wake up from a nightmare is the same I got when I finished watching this movie: ""UffOK, it ended, what a relief!"" I felt pain watching this movie, so bad it was! It's a B-series low cost movie, that's for sure, but I think it not an excuse to be so bad! I've watched brilliant low cost movies, with nice plots, nice production, nice acting, and most of all, some substance! This one got nothing of it!"|1
"I think ""category 6: day of destruction"" was very unrealistic. The digital effects where like a children's cartoon. The actors didn't act realistically, for example, when the girl was shot she acted like she got tomato sauce splatted on her. The movie was boring but I watched it because it was on. The only interesting character was Tornado Tommy, he was funny!Please keep the special effects real.I liked the comment: ""What did we do to p.i.s.s-off Mother Nature? ""I don't know what else to write to fill up the 10 lines."|1
"I caught this movie late night on TV, and was expecting a low-budget campy ""masterpiece"", I was surprised with a pretty decent movie. Angelina Jolie's unique acting capabilities (or should I say lack thereof?) make her perfect as an android, and the other actors, while terribly average, are at least not terrible.There is a plot; a fairly intricate plot at that, involving conspiracies and the lengths a couple (one human, one android) will go to pursue their illegal romance, with a ""big brother""-type figure and android assassin thrown in the mix."|1
Naach would have won an Razzie for the Worst Film in 2004 (may be overall too) if it were global. When it comes acting badly (aka showing attitude/yawning/over (not) acting) Halle Berry is no match for Antra Malli. While the catwoman had storeline, supposedly hot actress in microscopic costume, and some action sequences, Naach had nothing at all.One of those movies which makes me wonder why IMDb does allow one to rate a movie as 0/10. Yet again, I think that movie does not even deserve a 0. It has to be something negative or minus infinity.OK what about the plot outline?|1
This is a entertaingly bad b-movie. Actually it really is much better quality than a lot of b movies. It had a consistent script, decent direction, cinematogrpahy, and I have seen worse acting. The zombies were great, clearly these were Romero zombies, and was really a interesting zombie story. Obviously not Oscar material, and if your not into zombie movies, or b-movies you probably wont enjoy this, but if you are you'll like this movie.The main clint eastwood knockoff western character guy is pretty good, although they never really clearly explain how he can heal himself from gunshots and zombie bites.|1
It 's hard to believe that there are some people out there in the world that actually think this is a real job, that a man can have a 'job', and make a living by doing something that they actually don't love doing at all to the point that they actually hate what they're doing. What I have found is that while you do need to learn about the law and how it works in this country to be considered a lawyer, the real skills that a lawyer should have is the ability to think, to communicate, and to think like a client would think.|0
I saw this version of Hamlet on television many years ago, and have seen every other version since, whether television or movie. However, this is the one that remains the truest depiction of the story for me. Most excellent Derek Jacobi made Hamlet *real* for me. Before I saw this version, Shakespeare was simply gibberish to me and I never tried to understand the Elizabethan English. Having seen Jacobi's Hamlet several times not only increased my knowledge of literature, but also that of my family. I promptly checked the play out of Library and read it, and poured over the accompanying recording.|1
It's said that this film is or was banned in the US since it was released. Since there is no information on IMDb I must rely on my other sources and believe it. If this is really true, the movie is even more hurtful and frightening and is it is anyway.The movie is a so-called mockumentary, although I think the topic is too serious call it like that. It creates a scenario where America is like a military state and all revolutionary objects are arrested immediately without proof. After an obligatory tribunal they have to decide if they go to prison for some years or choose the punishment park.|1
"One would have expected Hitchcock 's return to major studio filmmaking to err on the side of chastened caution . however, the master of suspense remains the same, he just does a far better job of hiding it. . to be sure, there have been moments in his filmography that have earned the title of ""bad movie,"" but in terms of his entire output, you could argue that his first three feature films are the best of the lot . and that's saying something. . i'm not going to say that any of those movies is a classic, but neither are they all terrible ."|0
Duncan Roy 's writing and direction is really , and regularly , below par . Actually it sort of stinks that he isn't given the respect he deserves , and that it's been allowed to get to the point where people are actually starting to criticize him on here for it . So, if you love the hell out of Duncan 's music , or if you 'd like to try and convince Duncan that we 'd be a better couple if he took better care and more time to write and direct, this is a petition for you , Duncan .|0
This movie is like Happiness meets Lost in Translation with a Sixth Sense ending ( or maybe a Crying Game ending? I dunno). I think it is one of the most original and entertaining movies I have seen. I highly recommend watching this movie if you have seen it before. If not then you have a new movie in your hands and you need to do what any self respecting film lover will do…watch the movie. This movie is amazing, funny, and moving. I hope you will watch it for yourself and enjoy yourself.|0
"I do n't understand why this movie was released , it looked like something that you show your mates after a few drinks at the pub when you are too tired for the cinema , it should be called ""I do too much"" . I have to say i think it looks like something you should see in the theatre at 1 am after a night of hard partying, just so you have something to justify your drunken behaviour. I am one of those people who has seen it twice already and I have to say I think this is the most disappointing movie ever made."|0
"In fact it was awful. The main chick in it who gets topless was obviously sleeping with the director at the time. It was shot at some warehouse most likely owned by family or friends. Also they chose not to bother coming up with a story. Sure these are ways to cut cost, but are they smart ways of keeping costs down? No they aren't. At the very least they could have found a middle school student in a ""creative writing"" course. Those kids may have at least had a lesson about story structure."|1
This self-important , confusing b+w `` film '' watches like an infant on a very bad acid trip . You can tell it's B+W by the way it plays with the camera and the lighting . It seems intent on trying to tell us who is talking and who is the speaker , when in truth it doesn't have the cojones to make that claim . But what it does do is to give us all the answers you could possibly want to ask it. It does that by turning the camera and the lighting on .|0
I 'm really surprised seeing all these positive reviews for this movie . Do n't get me wrong , it is a very good movie , it has some very interesting parts in it and some of the performances are very good. I have to admit , I have watched it once or twice before . And that was the first time I have watched it on dvds . But I have always liked it . This time around , I am enjoying it more . I just love the concept , and how it came about , so I will try my best to see it again , this time .|0
This film is absolute trash and proceeds to become even worse towards the, very protracted, end! The plot is confused and laboured, the actors have a couldn't care less attitude (maybe they were paid in advance - bad move, or knew they weren't going to get paid), and the sets were featureless, boring and cheap.I fell asleep twice and actually decided to not bother with the last 5 minutes as I assumed the actors would have fallen asleep themselves by then. More unrecoverable life time wasted!If you must watch it, then take it to the bedroom and forget the sleeping pills for once.|1
"What ever happened to shows with united parental figures? The parents in this show are nearly as irresponsible as the children. Instead of punishing the youngest child for being manipulative, they let her get away with murder. They can't ever agree on a course of action when it comes to dealing with the children, and instead they do nothing. Yeah, great plan. Just ignore their behavior because they're ""cute."" This show tells the already manipulative preteens that watch it that the ""divide and conquer"" technique is the best way to get their parents to ""cave."""|1
"I was hoping that Pulp would be a interesting movie, but was profoundly disappointed.Pulp has very little storyline, and what there is never holds your interest. It was a real struggle to keep watching it. When its over you say to you self ""huh? that's it?!?"". This is one where you think after watching it - why did they ever bother?Its too bad since Michael Caine is a good actor. I was also hoping to see the great Lizabeth Scott in this, but she only appears on screen for a total of perhaps one minute."|1
I have always loved old movies but this is one of my top ten favorites...it has all the charm, 1940's quaintness, and good old fashioned romance and it's hilarious, to boot! Barbara Stanwick plays an independent single woman who writes cooking\home life articles for a famous magazine...under the premise that she is a married homemaker. Even the president of the magazine is under this delusion. Enter a handsome GI, (played by the talented Dennis Morgan)just rescued off of a raft along with his buddy.|1
Clearly this would have had potential in more capable hands , but given Uwe Boll 's track record it would not have been good. I have a few thoughts. - If they could have just had him do the show, I think I'd be OK with it. - In hindsight I'm not sure that they really had the resources to get this out and in the air in a short period of time. The idea of this being a tv movie with a limited budget seems like a bad thing to me. And I think it would have made the show seem like a tv movie more.|0
Young , ambitious nurse Ms. Charlotee ( Rosie Holotik ) is sent to work at a mental asylum out in the country. She meets and falls in love with a doctor, played by the excellent David Strathairn , and he leaves her. Ms. Charlotee has her own apartment, so it’s only logical that she takes up residence in David’s house. But the place has a creepy history, and it turns out that she is just the latest victim. There is a great scene early on when Ms. Charlotee tells her daughter about the doctor.|0
I remember the events of this movie , the ill fated cruise of Donald Crowhurst in 1968 , in the days of my first sexual experience . A cruise that would end in tragedy . The movie ” Cruising ” was filmed in the year 1972 , in the same place where the movie was also shot , in Santa Barbara , California . The movie “Cruising ” was directed by , , and it was adapted into the musical ” Cruising .” The movie ” Cruising ” was inspired by the events , in the same place at the same time of , in , in the year 1968 .|0
I rated this movie a 3 and that was generous. The scenery is ponderous and gaudy, the acting for the most part is terrible. I do think Peter O'Toole did a good job of acting (Tiberius), but he must have been mortified when he saw the final cut of the movie. John Gielgud, howsoever brief his appearance in the movie, still seemed to be playing a role from Hamlet. The hard core pornography parts were neither erotic nor did they do much to further the story. Okay Malcolm McDowell had a nice butt and the guy who played Macro was handsome.|1
"I don't know what it is exactly, but the film is happily sitting on my shelf, with no thought of ever leaving me...Fulci has crafted one of the most ridiculous, bizzare, cheez-infested and well unique movies I've ever seen. Not sure what else to say about it, but I LOVE THIS MOVIE!!! The steak tartar scene is absolutely uproarious, and the whole nazi torture orgy fiasco is strangely hilarious...I'm not sure what Fulci was trying to do, but has anyone heard that, based on this film, Fulci accused Wes Craven of ripping him off with ""Scream""?"|1
Spoof films have come so far since Mel Brooks in 'The Producers ' ( 1968 ) said `` Do n't talk about it '', because then they know it's real. That's what the movie spoof is all about '' ( See ' Do n't speak of it ' ). And the more we can make the movies of our imaginations, the less that will be made of us by others. So let's spoof our film-going habits. In doing this, we will also find that spoofs have become part of our culture rather than part of it.|0
Okay , When I bought this flick I though this got ta be the ultimate b-movie , space monkey landing in the middle of a battle with alien robots . But I was wrong , it was great , I guess i need to see the whole flick to understand but I thought it was a little bit more over-the-top in parts . So , I'm sitting here on a rainy day in the basement of my local comic store and I get this idea and I've been sitting on it for the last hour or so . The idea is this : Why can't I make a super hero movie ?|0
Why would I say that ? Because when the movie ended , I was in a good mood . So what if it ended with a bomb ? I didn´t care at all about that part of the film . I wanted to finish the movie , because it is still one of my favorites of all time, and when I saw the film , I liked it . So what is the problem ? The film is about a man who loses his wife in a terrorist act . The film is about loss, and the fact that there is no escape. We all know the feeling.|0
Its my favourite film because there 's so much going on that you do n't see at first and so many characters that you want to get to know them better. I've never been able to watch the film again after I saw it again. It is amazing how much you can get from the movie if you just let it do all of the talking. It’s hard to describe, but I would liken it to being in a beautiful place when you just start to feel your heart open up and let go of whatever it is that has been controlling you for so long.|0
A group of environmentalists travel to an island to uncover a secret lab that is experimenting on animals . When they get there, however, they discover they’ve been duped by an animal lover who tells them that the lab is for scientific research, not animal experimentation. The island the group is on has no inhabitants other than animals they are brought in for experimentation and the scientist who runs it has a very particular way of doing it. He also doesn't like animals being around his lab, so he locks the island up and the animals on it inside.|0
